  R.A.         Dec.      Mag     V     SigV
203.34083   -31.08667   18.48   33108   63
203.34458   -31.55278   18.73   16122   152
203.34792   -31.40639   17.34   13103   54
203.34875   -31.48361   18.31   13631   69
203.35583   -33.94917   15.99   22010   143
203.35750   -33.93639   15.47   13810   67
203.35875   -34.01472   15.95   3721    17
203.36583   -31.21500   18.88   13059   25
203.36625   -31.68722   18.66   15057   81
203.37542   -32.72056   14.74   4301    40
203.38167   -31.68472   17.25   14438   91
203.38292   -31.61111   17.25   15567   51
203.38542   -30.20028   17.10   14832   76
203.38708   -31.52194   18.92   15092   257
203.39250   -31.75778   15.71   13520   48
203.39458   -31.67222   14.36   14653   15
203.39750   -31.47361   14.97   15201   74
203.39833   -33.08750   0.00    25752   210
203.39917   -30.33722   17.03   14698   38
203.40458   -31.64111   17.16   15109   45
203.40667   -31.55500   16.69   14479   48
203.41250   -32.19028   17.85   12574   15
203.41292   -31.46889   17.88   14063   48
203.42125   -31.71444   17.25   13781   45
203.42542   -31.54333   16.74   15290   44
203.42583   -31.53722   16.95   15150   50
203.42667   -28.49528   17.70   13868   20
203.42750   -30.46944   17.14   10877   20
203.43083   -31.66556   18.67   14425   69
203.43708   -36.12250   15.84   14951   63
203.44000   -35.40556   15.92   15377   147
203.44083   -33.16861   15.10   15355   27
203.44375   -33.20528   16.12   14957   37
203.44958   -31.55583   16.97   13151   51
203.45250   -28.25722   18.60   9721    46
203.45417   -36.96917   16.60   18114   81
203.45583   -28.97417   16.10   10547   144
203.45833   -31.72111   16.58   16227   35
203.46208   -31.47750   16.72   10994   12
203.46375   -31.73778   18.02   16137   51
203.46417   -33.32083   15.15   14595   78
203.46917   -33.01417   14.39   13361   45
203.47292   -35.38361   15.88   21640   89
203.47458   -33.36278   15.26   14999   41
203.48042   -34.90389   15.24   8132    39
203.48125   -30.70806   19.34   22400   77
203.48792   -31.48944   17.45   14399   50
203.49250   -28.27528   17.80   13790   899
203.49292   -31.49056   15.59   14399   50
203.49458   -31.97083   17.68   14689   120
203.49833   -31.78472   18.36   13187   48
203.50292   -32.22139   19.25   12503   10
203.50667   -30.82417   18.50   37269   67
203.50667   -31.43556   18.60   14683   177
203.51042   -31.61667   17.38   14152   298
203.51125   -31.58722   17.50   16233   57
203.51833   -35.32889   15.66   12454   79
203.51958   -36.84389   14.40   9351    35
203.52000   -31.91361   18.33   15940   135
203.52333   -28.15917   14.85   9187    74
203.53083   -31.48917   15.86   14842   89
203.53083   -31.87028   17.73   14731   45
203.53333   -33.25389   15.25   13762   55
203.53375   -31.79306   18.57   15335   293
203.54292   -32.35861   19.52   29502   5
203.54375   -31.55167   18.58   12857   84
203.54458   -30.95750   18.45   13635   10
203.54833   -35.06722   15.28   14917   69
203.54833   -33.52694   15.30   14031   23
203.55083   -35.52806   16.33   4264    56
203.55250   -32.97722   14.43   15177   70
203.55667   -31.94528   17.47   14223   61
203.55708   -29.37667   15.35   14008   96
203.55833   -29.24139   13.46   14850   89
203.57125   -32.05500   18.51   12840   126
203.57667   -34.07083   13.97   3692    29
203.58000   -35.29083   14.73   14976   60
203.58083   -28.87611   17.25   22656   37
203.58083   -31.98722   17.45   10908   91
203.59458   -35.41417   15.37   9416    65
203.59583   -30.39889   0.00    10310   300
203.59667   -31.73528   14.89   16271   85
203.60167   -35.23139   16.40   15040   116
203.60167   -32.10361   18.36   14332   103
203.60208   -28.68639   18.33   34534   59
203.61625   -34.67306   15.22   14848   49
203.62333   -35.18806   15.91   14915   9
203.62708   -32.97306   15.48   14946   34
203.62708   -31.61361   17.49   14567   158
203.63125   -32.08583   17.13   12647   10
203.63792   -33.45556   0.00    13590   100
203.63792   -36.80889   16.00   2398    17
203.64917   -31.68500   16.85   11407   41
203.65042   -35.34722   15.23   14027   51
203.65208   -29.23083   0.00    1347    10
203.66042   -31.67194   17.50   13031   60
203.66083   -28.59333   18.49   35852   29
203.66333   -33.45806   15.60   13713   36
203.66625   -31.54833   17.63   16490   40
203.67000   -31.44528   16.86   14156   35
203.67042   -30.21694   17.37   10995   58
203.67125   -30.30556   0.00    10310   150
203.67125   -35.03611   15.55   2367    21
203.67333   -33.52000   15.69   3148    84
203.67708   -35.15528   16.60   14797   84
203.67875   -30.43417   17.46   15132   82
203.67917   -32.37083   16.56   12322   68
203.68042   -31.67306   18.01   10391   6
203.68292   -31.79861   17.06   14000   45
203.68458   -34.30556   0.00    3943    36
203.69042   -35.23139   15.35   16579   20
203.69417   -34.31194   14.00   3994    35
203.69958   -33.14722   14.51   15452   36
203.70000   -31.70694   19.11   16481   54
203.70042   -31.67944   19.05   14989   79
203.70625   -33.07889   15.34   15149   30
203.70792   -34.24556   15.54   3945    67
203.70875   -31.74667   16.76   14314   48
203.70917   -28.50611   16.60   12454   97
203.71417   -36.52139   16.00   14909   77
203.71583   -35.16528   0.00    15180   76
203.71833   -35.16083   0.00    15172   48
203.72000   -35.15833   0.00    15168   69
203.72333   -33.87778   14.28   3838    48
203.72792   -35.54889   15.53   14931   83
203.73042   -35.09944   15.70   14494   39
203.73708   -31.74556   17.64   15076   45
203.73792   -35.14278   17.02   15056   9
203.73917   -31.60111   16.51   15610   26
203.74375   -35.48889   0.00    15720   100
203.74375   -31.61611   16.31   16278   54
203.74417   -35.49861   15.70   15803   24
203.74417   -29.33389   16.70   14614   75
203.74917   -33.93139   15.47   3949    65
203.75250   -31.59556   18.47   14098   58
203.76000   -30.28000   16.00   11036   50
203.76250   -31.65528   15.89   15205   45
203.76708   -28.97306   18.71   13262   81
203.76750   -29.26333   0.00    14768   80
203.77042   -35.26917   14.52   3952    26
203.77208   -31.66194   18.21   15367   44
203.77375   -31.60278   18.78   14855   33
203.77625   -31.89083   17.52   14462   39
203.77750   -31.79639   18.90   15577   114
203.77958   -33.48028   14.10   3880    20
203.78083   -36.63944   15.96   15278   15
203.78375   -30.11750   15.80   300 899
203.78750   -34.03500   14.98   3878    52
203.78875   -31.84528   17.32   12076   38
203.78875   -30.19972   18.25   35140   100
203.79083   -33.48306   13.91   4013    40
203.79792   -31.43000   16.38   14589   84
203.80208   -32.11528   19.02   25701   14
203.80250   -31.56250   16.55   13673   54
203.82083   -34.07722   15.06   13378   53
203.82375   -33.89806   14.17   3770    18
203.82583   -37.29417   15.74   9426    67
203.82667   -31.42611   14.86   14845   86
203.82875   -31.54639   17.01   14397   46
203.83167   -28.02194   14.21   4822    7
203.83292   -30.31611   17.42   22488   10
203.83875   -34.20583   14.38   7110    8
203.83917   -29.97000   16.50   12299   144
203.83958   -33.90528   0.00    3834    22
203.84333   -31.95167   18.04   14904   15
203.84417   -30.82306   19.22   39636   53
203.84625   -34.16083   14.18   7208    66
203.85125   -32.33500   19.86   24494   181
203.85333   -30.88917   16.79   12091   65
203.85375   -29.83861   0.00    76746   300
203.85958   -34.19028   16.00   7271    34
203.86333   -33.54806   15.48   14294   29
203.87417   -30.88083   16.55   12117   50
203.87583   -28.84667   16.70   11905   76
203.87750   -34.73694   15.40   14750   90
203.87917   -31.60917   18.12   14579   66
203.88208   -32.13333   19.47   32793   108
203.89500   -31.87278   18.83   13912   91
203.89833   -31.91194   18.25   14442   55
203.89833   -32.21222   19.49   6020    146
203.89917   -31.96222   18.12   14986   109
203.90125   -33.51972   16.64   7561    41
203.90458   -31.61306   18.32   12986   21
203.91042   -31.87000   17.45   14404   32
203.91292   -31.71694   15.94   11794   98
203.91292   -31.78444   17.41   11790   39
203.91792   -28.32806   17.80   13641   120
203.92708   -31.89861   16.02   14385   40
203.93125   -31.90722   17.63   26012   75
203.94417   -27.67389   15.03   8746    50
203.94500   -35.57056   14.42   15438   54
203.94625   -30.87667   14.27   4569    40
203.95000   -28.11167   15.90   12334   50
203.95708   -30.38222   14.31   4273    9
203.95708   -29.23028   15.70   14027   48
203.95750   -34.24222   15.20   3372    77
203.95833   -31.48167   17.57   14254   79
203.96167   -32.75500   0.00    7344    120
203.96625   -30.43000   15.20   3847    53
203.96875   -31.80056   17.67   11633   7
203.96917   -30.79056   18.20   22514   58
203.97333   -31.45917   17.62   13994   42
203.97417   -34.29556   13.70   2323    15
203.97458   -28.29944   17.18   13513   11
203.98042   -30.55306   17.29   4187    27
203.98292   -32.75944   0.00    7483    38
203.98625   -33.45389   13.11   4195    6
203.99500   -31.81278   18.04   24988   91
203.99583   -30.37611   18.28   13840   10
203.99625   -27.61861   15.80   13736   89
204.02292   -33.01083   14.04   3563    32
204.02500   -28.43583   18.37   35100   29
204.02958   -31.80444   19.12   12056   17
204.04708   -33.89444   15.37   3542    43
204.05833   -34.37472   15.13   3829    30
204.05833   -31.79250   17.22   14483   52
204.06292   -31.84750   17.49   14210   40
204.06375   -36.89583   15.17   3897    79
204.06750   -33.62139   14.74   3406    78
204.07500   -31.77917   16.06   12263   49
204.07708   -33.22639   14.50   7395    4
204.07792   -31.80889   16.73   11692   58
204.08167   -28.93556   17.75   14439   114
204.08208   -31.00833   15.00   4310    56
204.08667   -35.11306   15.00   4244    24
204.11958   -31.53444   18.39   11987   20
204.12083   -33.09222   15.46   15688   105
204.12167   -28.46333   18.21   35020   41
204.12417   -31.73972   18.81   14240   20
204.12625   -28.58028   17.77   35723   36
204.12958   -29.23500   15.43   570 3
204.13000   -28.78111   15.59   14085   40
204.13792   -34.07444   14.19   3787    43
204.14083   -31.57417   17.67   14077   20
204.14417   -29.08917   14.16   4516    89
204.14792   -29.57139   14.30   381 0
204.15417   -30.49361   15.90   4507    50
204.15833   -30.51472   17.40   22269   111
204.16250   -33.96583   11.61   3737    10
204.17333   -30.42139   17.00   11319   45
204.17417   -33.14750   15.49   7166    34
204.18333   -35.34278   15.86   16099   82
204.19125   -34.07111   0.00    4028    44
204.19375   -31.79222   18.19   4366    163
204.19833   -34.06583   13.66   4035    34
204.21333   -36.37444   16.30   13523   77
204.22125   -31.72944   17.65   26340   83
204.22458   -36.57083   15.63   17625   73
204.23958   -31.73250   17.37   11628   51
204.24083   -34.39972   15.14   4133    76
204.24125   -33.75167   13.78   11569   23
204.24167   -33.74806   0.00    11479   49
204.24500   -33.74556   14.90   4099    47
204.25375   -29.86583   8.20    516 4
204.25417   -28.53361   15.90   15262   98
204.25500   -29.87111   0.00    518 5
204.25583   -34.17111   15.01   21348   35
204.25917   -29.48722   16.20   4662    207
204.26208   -33.82333   14.29   13931   87
204.27583   -31.54611   18.91   14265   72
204.28042   -31.31250   16.00   15529   108
204.28042   -31.31250   16.00   15529   108
204.28042   -30.98361   16.30   526 21
204.28042   -30.98361   16.30   526 21
204.28417   -32.92444   15.81   3598    0
204.29250   -31.75361   18.08   15444   93
204.30250   -32.46028   15.50   13660   50
204.30250   -32.46028   15.50   13660   50
204.30250   -28.85750   16.60   12142   108
204.30250   -28.85750   16.60   12142   108
204.32042   -31.04528   16.60   15476   109
204.33083   -36.96028   0.00    13491   120
204.33292   -28.05417   0.00    590 5
204.33333   -28.04500   14.96   587 4
204.33750   -34.89028   15.50   29247   103
204.36458   -30.04111   16.42   14990   899
204.36583   -33.00694   14.06   3779    4
204.37542   -33.47806   15.41   11275   26
204.38500   -35.33833   16.40   15740   35
204.38583   -34.65861   15.20   17503   30
204.38750   -29.85028   16.00   3618    105
204.39250   -31.83250   16.30   11657   76
204.39250   -31.83250   16.30   11657   76
204.39292   -31.87861   15.38   11598   98
204.40625   -34.53250   15.67   22108   68
204.41083   -31.77694   15.80   11822   25
204.41417   -33.81139   14.00   3903    14
204.42333   -33.85278   15.54   11289   85
204.43042   -35.49556   16.00   15162   89
204.44250   -32.91000   15.10   7447    24
204.44875   -36.23222   15.09   15316   57
204.44958   -35.28444   15.20   16281   50
204.45042   -35.50139   0.00    15268   24
204.45042   -34.80861   15.88   13082   50
204.45333   -30.69000   16.50   15289   0
204.46083   -36.05028   14.59   3629    21
204.46125   -31.97083   0.00    15319   120
204.46792   -35.57778   16.10   14693   48
204.46875   -35.64083   14.68   15695   71
204.47083   -33.81000   14.15   11402   28
204.48458   -31.97222   16.30   15319   120
204.48917   -30.93167   14.43   4082    10
204.49542   -31.73583   0.00    24582   0
204.50292   -33.98694   15.82   37229   51
204.50333   -33.99250   14.66   3698    29
204.50375   -31.73250   19.00   24583   899
204.50625   -33.51944   14.53   3702    25
204.51500   -33.87361   14.27   3858    3
204.53250   -35.62722   0.00    29548   34
204.53333   -30.91833   17.00   2098    100
204.53375   -35.06222   15.47   15162   92
204.53792   -35.37944   16.18   15403   9
204.55000   -31.41694   14.10   4356    26
204.55042   -31.95056   15.26   14694   127
204.55917   -32.85139   15.63   11489   23
204.58333   -28.43750   16.20   13622   127
204.58917   -35.96167   15.50   11327   74
204.59167   -32.82000   15.66   11342   40
204.60500   -35.64306   16.24   15500   8
204.60750   -31.26333   15.73   11365   50
204.60792   -35.63139   15.20   16000   52
204.60958   -31.26389   15.70   11396   50
204.61042   -35.46750   0.00    18973   24
204.63458   -27.91361   16.50   14358   67
204.65042   -35.72167   15.40   15455   35
204.66125   -33.35222   14.75   12731   15
204.66250   -32.25361   0.00    30660   150
204.66667   -33.51833   14.94   22237   66
204.66792   -32.26944   0.00    30639   120
204.68750   -35.13611   16.00   15380   68
204.68917   -35.47333   15.91   14685   37
204.69375   -35.51444   15.24   15851   9
204.69458   -28.48639   16.50   8713    107
204.70833   -29.66278   15.47   12033   99
204.71083   -30.98528   16.60   14069   75
204.72750   -36.44750   14.66   13789   55
204.72750   -35.62583   15.38   15496   9
204.73250   -30.81222   16.60   14529   88
204.73958   -35.46556   14.84   15803   139
204.74083   -35.53333   0.00    32735   302
204.74083   -35.62472   15.50   15223   89
204.74125   -35.55972   16.30   15134   32
204.74208   -35.53500   0.00    15382   34
204.74292   -35.53500   0.00    32685   100
204.74542   -36.59417   15.80   13755   74
204.74958   -32.60111   14.76   16298   77
204.75500   -30.97028   14.69   4107    95
